Label,Risk Sentence
3,see business subject comprehensive government regulation supervision could materially adversely affect result operation financial condition information uncertainty regarding cobrand agent relationship eu
3,addition publicity associated loss key business partner could harm reputation making difficult attract retain card member merchant could weaken negotiating position remaining prospective business partner
3,arrangement business partner represent significant portion business
3,exposed risk associated business partner including reputational issue business slowdown bankruptcy liquidation restructurings consolidation possible obligation make payment partner
3,success many way dependent success partner
3,customer acquisition cobranding arrangement participation reward program facilitating b2b supplier payment corporate client rely business partner across many aspect company arrangement business partner represent significant portion business
3,partner manage certain aspect customer relationship optblue partner
3,extent partner fail effectively promote support product experience slowdown business operational disruption reputational issue loss consumer confidence otherwise unable meet expectation stakeholder business may materially negatively impacted
3,face risk existing relationship renegotiated le favorable term u may unable renegotiate term acceptable u
3,addition may obligated make accelerate payment certain business partner cobrand partner upon occurrence certain triggering event shortfall certain performance revenue level
3,able effectively manage triggering event could unexpectedly make payment partner could negative effect financial condition result operation
3,see note 12 consolidated financial statement additional information financial commitment related agreement certain cobrand partner
3,similarly exposed risk bankruptcy liquidation insolvency financial distress restructurings consolidation operational outage cyber security incident similar event may occur industry representing significant portion network volume could negatively impact particular card product service volume generally financial condition result operation
3,previously may future loyalty point certain cobrand partner value may diminish extent partner cease operation point become le desirable customer
3,could also materially impacted obligated elected reimburse card member product service purchased merchant ceased operation stopped accepting card
3,example exposed credit risk airline industry extent protect card member purchase remitted payment airline card member purchase ticket yet used flown
3,unable collect amount airline may bear loss amount credited card member
3,december 31 2022 best estimate maximum amount billed business purchase yet delivered could charged back merchant 31
3,amount assumes merchant worldwide cease operation thus longer available deliver purchase accept chargebacks billed business result card member
3,maximum amount indicative actual loss exposure past experienced significant loss related exposure date however historical experience may representative current environment given current global economic financial geopolitical condition
3,see note 12 consolidated financial statement additional information regarding exposure
3,additional information relating general risk related airline industry see risk managementinstitutional credit riskexposure airline travel industry mda
3,face continued intense competitive pressure may materially impact price charge accepting card payment well risk losing merchant relationship could material adverse impact business result operation
3,face pressure competitor primarily rely source revenue discount revenue lower cost make pricing card acceptance attractive
3,merchant business partner merchant acquirer aggregator also able negotiate incentive pricing concession favorable contractual provision u condition accepting card cobrand partner offering benefit card member signing merchant behalf
3,merchant become even larger largest tech company may increase amount incentive concession provide
3,also face risk losing merchant relationship could materially adversely affect network volume ability retain current card member attract new card member therefore business result operation
3,average merchant discount rate impacted regulatory change affecting competitor pricing certain international country may future impacted pricing regulation
3,also experienced erosion average merchant discount rate increase merchant acceptance
3,may successful significantly expanding merchant acceptance offsetting rate erosion volume new merchant
3,addition regulatory environment differentiated payment model technology player alternative payment space could pose challenge traditional payment model adversely impact average merchant discount rate
3,merchant including large tech company large merchant continue invest payment financing solution mobile wallet using traditional new technology platform
3,merchant able drive broad consumer adoption usage could adversely impact average merchant discount rate network loan volume
3,continuing priority drive greater differentiated value merchant successful could negatively impact discount revenue financial result
3,may succeed maintaining merchant discount rate offsetting impact declining merchant discount rate reason discussed others could materially adversely affect revenue profitability therefore ability invest innovation service merchant business partner card member
3,surcharging steering merchant could materially adversely affect business result operation
3,certain country australia certain member state eu certain state united state merchant expressly permitted law surcharge certain card purchase result litigation settlement surcharging credit card purchase permitted merchant certain jurisdiction canada
3,jurisdiction allowing surcharging seen merchant surcharging american express card certain merchant category case either surcharge greater applied visa mastercard card visa mastercard card surcharged practice known differential surcharging even though many card issued competing network equal greater cost acceptance merchant
3,also encounter merchant accept card tell customer prefer accept another type payment otherwise seek suppress use card certain card could become prevalent existence debit card american express network
3,card member value ability use card want therefore take step meet card member expectation protect american express brand prohibiting discrimination provision merchant contract including provision subject local legal requirement
3,increasingly relied merchant acquirer aggregator processor manage certain aspect merchant relationship
3,work third party dependent promote support acceptance usage card may business interest strategy goal inconsistent
3,new product debit card american express network could fail gain market acceptance american express card could become le desirable consumer business generally due surcharging steering form discrimination could result decrease coverage transaction volume
3,impact could vary depending factor industry manner surcharge levied card member surcharged steered card product payment form point sale ease speed implementation merchant merchant acquirer aggregator processor merchant service provider including result new emerging technology size recurrence underlying charge whether extent action applied form payment including whether varies depending type card e
3,credit debit product network acquirer issuer
3,discrimination american express card could material adverse effect business financial condition result operation particularly disproportionately impact credit card usage card usage generally card member business
3,may successful effort promote card usage including marketing promotion merchant acceptance card member reward service effectively control cost investment may materially impact profitability
3,revenue growth dependent increasing consumer business spending card growing loan balance increasing fee revenue
3,investing number growth initiative including attract new card member retain existing card member capture greater share customer total spending borrowing
3,assurance investment continue effective particularly consumer business behavior continue change
3,addition develop new product offer attract customer looking incentive rather incentivize loyalty card member attrition cost could increase
3,increasing spending card also depends continued expansion merchant acceptance card
3,unable continue growing merchant acceptance perception coverage merchant decide longer accept american express card business could suffer
3,expanding service offering adding customer acquisition channel forming new partnership renewing current partnership could higher cost current arrangement fail resonate customer adversely impact average discount rate dilute brand
3,another way invest customer value membership reward program well card member benefit
3,significant change failure management reasonably estimate actual redemption membership reward point associated redemption cost could adversely affect profitability
3,rely third party certain redemption option may able continue offer redemption option future could diminish value program card member
3,two largest redemption partner amazon delta
3,addition many credit card issuer instituted reward cobrand program may introduce program service similar attractive
3,inability differentiate product service could materially adversely affect u
3,may able manage expand card member benefit including containing growth marketing promotion reward card member service expense future
3,expense increase beyond expectation need find way offset financial impact increasing area revenue revenue decreasing operating expense investment business
3,may succeed particularly current competitive regulatory environment
3,addition increased cost result inflation colleague retention recruitment supply chain issue shortage material chip card may require reduce investment area
3,brand reputation key asset company business may materially affected perceived marketplace
3,brand attribute key asset believe continued success depends ability preserve grow realize benefit value brand
3,ability attract retain consumer small business card member corporate client highly dependent upon external perception level service trustworthiness business practice privacy data protection management workplace culture merchant acceptance financial condition response political social issue catastrophic event including response pandemic natural disaster subjective quality
3,negative perception publicity regarding matter even related seemingly isolated incident whether factually correctcould erode trust confidence damage reputation among existing potential card member corporate client merchant partner could make difficult u attract new customer maintain existing one
3,negative public opinion could result actual alleged conduct number activity circumstance including card practice regulatory compliance use protection customer information conduct colleague policy engagement including activity american express company political action committee action taken regulator others response thereto
3,discussion matter social medium channel also cause rapid widespread reputational harm brand
3,brand reputation may also harmed action taken third party outside control
3,example shortcoming controversy related service provider business partner merchant acquirer network partner may attributed card member merchant u thus damaging reputation brand value
3,brand may also negatively impacted acceptance american express card merchant certain industry american express card used payment legal controversial product service government inquiry legislative scrutiny related card acceptance usage
3,lack acceptance suppression card usage surcharging merchant also negatively impact perception brand product lower overall transaction volume increase attractiveness payment product system
3,adverse development respect industry including creation implementation new merchant category code may also negatively impact reputation result greater regulatory legislative scrutiny litigation u
3,furthermore corporation headquarters operation located united state negative perception united state arising political position could harm perception company brand
3,although monitor development area potential risk reputation brand negative perception publicity could materially adversely affect business volume revenue profitability
3,publicly share certain information esg initiative
3,may face increased scrutiny related activity government regulator medium investor colleague customer stakeholder including party oppose esg initiative
3,responding esg consideration implementation esg goal initiative involves risk uncertainty requires investment depends part performance data outside control
3,assurance achieve esg goal initiative achievement desired result
3,failure achieve progress area timely basis could impact reputation colleague retention public perception business
3,major information cyber security incident increase fraudulent activity could lead reputational damage brand material legal regulatory financial exposure could reduce use acceptance product service
3,third party collect process transfer host store analyze retain provide access dispose account information payment transaction information certain type personally identifiable information pertaining customer colleague connection card product normal course business
3,global financial institution like u well customer colleague regulator service provider third party experienced significant increase information cyber security risk recent year likely continue target increasingly sophisticated cyberattacks including computer virus malicious destructive code ransomware social engineering attack including phishing impersonation identity takeover attempt corporate espionage hacking website defacement attack exploitation vulnerability attack similar disruption misconfiguration unauthorized use access computer system
3,threat arise external party well insider knowingly unknowingly engage enable malicious cyber activity
3,number motivation cyber threat actor including criminal activity fraud identity theft ransom corporate espionage political agenda public embarrassment intent cause financial reputational harm intent disrupt information technology system supply chain expose exploit potential security privacy vulnerability corporate system website
3,cyber threat including attack state sponsored actor increase period diplomatic armed conflict ongoing conflict ukraine
3,network system subject constant attempt disrupt business operation capture destroy manipulate expose various type information relating corporate trade secret customer information including card member travel loyalty program data colleague information sensitive business information including acquisition activity financial result intellectual property
3,financial service provider target distributed attack sophisticated third party
3,develop maintain system process aimed detecting preventing information cyber security incident fraudulent activity require significant investment maintenance ongoing monitoring updating technology regulatory requirement change new vulnerability exploit discovered effort overcome security measure become sophisticated
3,addition maintain cyber crisis response procedure regularly test procedure remain prepared reduce risk harm business operation customer third party event information cyber security incident
3,despite effort effort third party process transmit store data data customer colleague support operation service provider merchant regulator possibility information operational cyber security incident malicious social engineering corporate espionage fraudulent malicious activity human error malfeasance eliminated entirely evolve new emerging technology deployed including increasing use personal mobile computing device communication platform outside network control environment
3,example aware certain vendor victim ransomware cyberattacks instance affecting data service provide u
3,addition new product service checking account lending may lead increase number type cyber attack exposure fraud malfeasance
3,risk associated incident activity include theft fund monetary loss disruption operation unauthorized disclosure release gathering monitoring misuse modification loss destruction confidential proprietary trade secret information including account data information
3,incident may detected well occurs severity potential impact may fully known substantial period time discovered
3,ability address incident may also depend timing nature assistance may provided relevant governmental law enforcement agency
3,information operational cyber security incident fraudulent activity actual perceived failure maintain confidentiality integrity availability service privacy security led increased regulatory scrutiny may lead regulatory investigation intervention mandatory card reissuance consent decree increased litigation including class action litigation response cost including notification remediation cost fine negative assessment u subsidiary banking regulator rating agency reputational financial damage brand negative impact partner relationship reduced usage product service could material adverse impact business
3,disclosure sensitive company information could also undermine competitive advantage divert management attention resource
3,successful cyberattacks data breach disruption incident related actual perceived failure maintain confidentiality integrity privacy security large financial institution large retailer travel hospitality company government agency market participant whether impacted could lead general loss customer confidence could negatively affect u including harming market perception effectiveness security measure harming reputation financial system general could result reduced use product service
3,event could also result legislation additional regulatory requirement
3,although maintain cyber insurance assurance liability loss may incur covered policy amount insurance adequate
3,uninterrupted operation information system critical success significant disruption could material adverse effect business result operation
3,information technology system third party upon rely including transaction authorization clearing settlement system data center experienced limited instance may continue experience service disruption degradation may result technology malfunction sudden increase processing volume natural disaster weather event fire accident technology change management issue power outage internet outage telecommunication failure fraud ransomware cyberattacks inadequate infrastructure market technology capacity management issue terrorism computer virus vulnerability hardware software physical electronic similar event
3,service disruption degradation prevent access online service account information compromise limit access company customer data impede prevent transaction processing financial reporting disrupt ordinary business operation result contractual penalty obligation trigger regulatory reporting obligation lead regulatory investigation fine increased regulatory oversight litigation including class action litigation
3,service disruption degradation could adversely affect perception reliability product service materially adversely affect overall business reputation result operation
3,rely provider acquiring servicing customer technology platform service integral operation business
3,third party may act way could materially harm business
3,rely service provider cobrand partner merchant affiliate marketing firm processor aggregator network partner third party service integral operation subject risk activity third party may adversely affect business
3,outsourcing specialization function digital service technology innovation within payment industry increase including respect mobile technology tokenization big data artificial intelligence solution third party involved processing card transaction handling data supporting operation
3,example rely third party timely transmission accurate information across global network card acquisition provision service customer
3,experienced certain limited circumstance may continue experience disruption event third party third party service provider including failure fulfill obligation information cyber security operational incident described
3,disruption could interrupt compromise quality service customer impact confidentiality integrity availability security data lead fraudulent transaction card product impact business cause brand reputational damage lead cost associated responding disruption including notification remediation cost cost switch vendor move operation house regulatory investigation fine increased regulatory oversight litigation
3,third party could also cease providing data u use data way authorized diminishes value closed loop
3,management oversight multiple third party increase operational complexity governance challenge decrease control
3,failure exercise adequate oversight third party including compliance service level agreement regulatory legal requirement could result regulatory action fine litigation sanction economic reputational harm u
3,addition may able effectively monitor mitigate operational risk relating provider service provider
3,also exposed risk service disruption service provider common third party could impede ability provide service u
3,notwithstanding attempt diversify reliance third party certain case may limited alternative high cost diversification also may able effectively mitigate operational risk relating service provider provider
3,able invest successfully compete leading edge technological development new product service across business revenue profitability could materially adversely affected
3,industry subject rapid significant technological change
3,order compete industry need continue invest technology across area business including transaction processing data management analytics machine learning artificial intelligence customer interaction communication open banking alternative payment financing mechanism authentication technology digital identification tokenization settlement risk management compliance system
3,incorporating new technology product service including developing appropriate governance control consistent regulatory expectation requires substantial expenditure take considerable time ultimately may successful
3,expect new technology payment industry continue emerge new technology may superior render obsolete existing technology
3,process developing new product service enhancing existing product service adapting technological change evolving industry standard complex costly uncertain failure u anticipate customer changing need emerging technological trend accurately could significantly impede ability compete effectively
3,consumer merchant adoption key competitive factor competitor may develop product platform technology become widely adopted
3,addition may underestimate resource needed ability develop new product service particularly beyond traditional card product service
3,use artificial intelligence machine learning subject risk related flaw algorithm datasets may insufficient contain biased information
3,deficiency could undermine decision prediction analysis technology produce subjecting u competitive harm legal liability brand reputational harm
3,ability adopt new technology may inhibited emergence standard changing legislative regulatory environment inability develop appropriate governance control lack internal product engineering expertise resistance change card member merchant lack appropriate change management process complexity system
3,addition adoption new technology introduction new product service may expose u new enhanced risk particularly area le experience existing governance control system may insufficient could require u make substantial expenditure subject u legal liability brand reputational harm
3,may successful realizing benefit associated acquisition strategic alliance joint venture investment activity business reputation could materially adversely affected
3,acquired number business made number strategic investment continue evaluate potential transaction
3,assurance able successfully identify suitable candidate value potential investment acquisition opportunity accurately negotiate acceptable term opportunity complete proposed acquisition investment
3,process integrating acquired company business technology could create unforeseen operating difficulty expenditure including integrating system personnel developing acquired business technology result unanticipated liability including legal claim violation law commercial dispute information security vulnerability breach including integrating acquired company business technology quickly appropriately activity occurred prior acquisition exposure third party relationship acquired company business new law regulation harm business generally
3,may take u longer expected fully realize anticipated benefit transaction benefit may ultimately smaller anticipated may realized could materially adversely affect business operating result including result goodwill intangible asset
3,joint venture including joint venture china minority investment company gbtg inherently involve lesser degree control business operation thereby potentially increasing financial legal operational compliance risk associated joint venture minority investment including result subject different law regulation
3,joint venture partnership minority investment operating foreign jurisdiction may also face risk adverse regulatory action could adversely affect operation investment
3,addition may dependent joint venture partner controlling shareholder management may business interest strategy goal inconsistent may future involved litigation joint venture partner shareholder party related joint venture investment
3,second quarter 2022 gbtg became publicly traded company following completion business combination american express global business travel apollo strategic growth capital
3,extensive commercial arrangement gbtg including among thing trademark license agreement pursuant gbtg us american express brand gbtg support partnership gbtg negotiation travel supplier behalf strategic relationship gbtg commercial service business
3,business decision action omission joint venture partner shareholder management joint venture company minority investment may adversely affect value investment result litigation regulatory action u otherwise damage reputation brand
3,addition trade secret proprietary information may provide joint venture may become available third party beyond control
3,ability enforce intellectual property contractual right prevent disclosure trade secret proprietary information may limited certain jurisdiction
3,may also face risk type strategic transaction sale incomm operation relating prepaid reloadable gift card business
3,reloadable operation experienced disruption past impacting ability prepaid customer load use card
3,operation interrupted suspended terminated future could negatively impact customer experience result additional cost litigation regulatory action harm business reputation
3,success dependent maintaining culture integrity respect resilience colleague change working environment upon executive officer key personnel misconduct loss personnel could materially adversely affect business
3,rely upon personnel business success also act integrity promote culture respect
3,extent colleague behave manner comport company value consequence brand reputation could severe could negatively affect financial condition result operation
3,colleague adapt rapidly changing condition pandemic related return office arrangement unable continue addressing safety health productivity colleague well expectation regarding workplace flexibility business could suffer
3,changing nature office environment return office arrangement prevalence remote hybrid working may result increased cost present operational workplace culture challenge may also adversely affect business
3,market qualified individual diverse perspective reflecting diversity community highly competitive elevated level turnover recent year may able attract retain individual
3,may continue experience increased cost related compensation benefit necessary attract retain qualified personnel
3,change immigration work permit law regulation administration enforcement law regulation change legal regulatory environment also impair ability attract retain qualified personnel employ colleague location choice
3,compensation practice subject review oversight federal reserve compensation practice aenb subject review oversight occ
3,regulatory review oversight could affect ability attract retain executive officer key personnel
3,inability attract retain highly skilled motivated diverse personnel could materially adversely affect business culture
3,operation business customer partner could materially adversely affected climate change
3,increasing rapidly evolving concern risk climate change related environmental sustainability matter
3,physical risk climate change include rising average global temperature rising sea level increase frequency severity extreme weather event natural disaster
3,event disaster could disrupt operation operation customer third party rely could result market volatility negatively impact customer spending behavior ability pay outstanding loan
3,additionally may face risk related transition economy
3,change consumer preference travel pattern legal requirement could increase expense otherwise adversely impact business customer partner
3,party value chain expected subject additional climate obligation arising legislation regulation united state abroad
3,example banking regulator governmental authority stakeholder increasingly focused issue climate risk financial institution several u
3,federal bank regulatory agency issued proposal principle designed provide framework management risk
3,disclosure additional information company also begun mandated legislation regulator even availability quality information remains limited
3,could also required change business management practice experience increased expense resulting strategic planning litigation change technology operation product service well reputational harm result negative public sentiment regulatory scrutiny reduced stakeholder confidence due response climate change effort relating advancing climate solution pillar esg strategy
3,risk management framework may effective identifying measuring controlling exposure risk particularly given timing nature severity impact climate change may predictable
3,legal regulatory compliance risk business subject comprehensive government regulation supervision could materially adversely affect result operation financial condition
3,subject comprehensive government regulation supervision jurisdiction around world significantly affect business requires continual enhancement compliance effort
3,supervision effort enforcement existing law regulation impact scope profitability existing business activity limit ability pursue certain business opportunity adopt new technology compromise competitive position affect relationship card member partner merchant service provider third party
3,new law regulation could similarly affect business increase cost business impact able charge offer connection product service impose conflicting obligation require u change certain business practice invest significant management attention resource could adversely affect result operation financial condition
3,legislator regulator around world aware others approach regulation financial service industry
