Label,Risk Sentence
1,dollar safe currency provoke retaliatory countermeasure country otherwise heighten tension regulatory enforcement diplomatic relation lead withdrawal government support agency enterprise u
1,federal home loan mortgage corporation together u
1,government funded outstanding debt serviced particular time 13 part result periodic shutdown u
1,government government country increase investor reliance action federal reserve central bank influence investor perception concerning government support sector economy economy whole adversely affect financial condition credit rating client counterparties jpmorgan chase business cause jpmorgan chase refrain engaging business opportunity might otherwise pursue
1,factor could lead slower growth rate rising inflation recession greater market volatility contraction available credit widening credit spread erosion adequate risk premium certain financial asset diminished investor consumer confidence lower investment growth sale government debt debt equity security u
1,country reduced commercial activity among trading partner potential currency redenomination particular country possible departure country dissolution political economic alliance treaty potential expropriation nationalization asset market dislocation including spread unfavorable economic condition particular country region country region
1,potential outcome could cause jpmorgan chase suffer loss position investment portfolio reduce liquidity capital level increase allowance credit loss lead higher net charge offs hamper ability deliver product service client customer weaken result operation financial condition
1,jpmorgan chase business result operation may also adversely affected action initiative national state local governmental authority seek discourage financial institution business company engaged certain industry conversely penalize financial institution elect business company mandate specific business practice company operating relevant jurisdiction must adopt
1,governmental policy one jurisdiction may differ conflict jurisdiction jpmorgan chase may face negative consequence regardless course action take elect take including restriction prohibition business within particular jurisdiction governmental entity jurisdiction threat enforcement action including antitrust law rule regulation harm reputation arising public criticism including politician activist stakeholder
1,addition jpmorgan chase relationship ability transact client customer governmental regulatory body jurisdiction jpmorgan chase business could adversely affected decision respect business company certain sensitive industry perceived harm company align particular political viewpoint
1,furthermore jpmorgan chase participation association certain social environmental industry group initiative could viewed activist governmental authority boycotting discriminatory business behavior
1,market economic market event condition materially affect jpmorgan chase business investment position
1,jpmorgan chase result operation negatively affected adverse change following investor consumer business sentiment event reduce confidence financial market inflation deflation recession high unemployment conversely tightening labor market availability cost capital liquidity credit level volatility interest rate credit spread market price currency equity commodity duration change level volatility economic effect outbreak escalation hostility terrorism geopolitical instability cyber attack climate change natural disaster severe weather condition health emergency spread infectious disease epidemic pandemic extraordinary event beyond jpmorgan chase control strength u
1,affected global economic market political event condition well regulatory restriction
1,addition jpmorgan chase investment portfolio business suffer loss due unanticipated market event including severe decline asset value unexpected credit event unforeseen event condition may cause previously uncorrelated factor become correlated vice versa inability effectively hedge market risk related investment portfolio position market risk may appropriately taken account development structuring pricing financial instrument
1,jpmorgan chase experience significant loss investment portfolio activity could reduce jpmorgan chase profitability liquidity capital level thereby constrain growth business
1,jpmorgan chase consumer business negatively affected adverse economic condition governmental policy
1,jpmorgan chase consumer business particularly affected u
1,global economic condition including personal household income distribution unemployment underemployment prolonged period exceptionally low high interest rate housing price level inflation effect price good service consumer small business confidence level change consumer spending level consumer debt
1,heightened level unemployment underemployment result reduced personal household income could negatively affect consumer credit performance extent consumer le able service debt
1,addition sustained low growth low negative interest rate inflationary pressure recessionary condition could diminish customer demand product service offered jpmorgan chase consumer business
1,adverse economic condition could also lead increase delinquency addition allowance credit loss higher net reduce jpmorgan chase earnings
1,consequence could significantly worse certain geography industry segment declining industrial manufacturing activity resulted could result higher level unemployment high level consumer debt outstanding student loan could impair ability customer pay consumer loan obligation
1,jpmorgan chase earnings consumer business could also adversely affected governmental policy action affect consumer including policy initiative relating medical insurance education immigration employment status housing policy aimed economy broadly higher tax increased regulation could result reduction consumer disposable income
1,unfavorable market economic condition adverse effect jpmorgan chase wholesale business
1,jpmorgan chase wholesale business market economic factor affect volume transaction jpmorgan chase executes client advises client therefore revenue jpmorgan chase receives transaction
1,factor also influence willingness financial institution investor participate capital market transaction jpmorgan chase manages loan syndication security underwriting
1,furthermore significant sustained deterioration market condition occur profitability jpmorgan chase capital market business including loan syndication security underwriting leveraged lending activity could reduced extent business earn le fee revenue due lower transaction volume including client unwilling unable refinance outstanding debt obligation unfavorable market condition dispose portion credit commitment loss hold larger residual position credit commitment sold favorable price
1,adverse change market condition particular segment economy sudden severe downturn oil gas price increase commodity price sustained change consumer behavior affect specific economic sector could material adverse effect client jpmorgan chase whose operation financial condition directly indirectly dependent health stability market segment economic sector well client engaged related business
1,jpmorgan chase could incur credit loss loan credit commitment client operate dependent sector economy stress
1,fee jpmorgan chase earns managing client asset holding asset custody client could diminished declining asset value adverse macroeconomic condition
1,example higher interest rate downturn financial market could affect valuation client asset jpmorgan chase manages 15 part hold custody turn could affect jpmorgan chase revenue fee based amount asset management custody
1,similarly adverse macroeconomic market condition could prompt outflow jpmorgan chase fund account cause client invest product generate lower revenue
1,substantial unexpected withdrawal jpmorgan chase fund also hamper investment performance fund particularly outflow create need fund dispose fund asset disadvantageous time price could lead withdrawal based weaker investment performance
1,economic downturn sustained change consumer behavior result shift consumer business spending could also negative impact certain jpmorgan chase wholesale client thereby diminish jpmorgan chase earnings wholesale operation
1,example business certain jpmorgan chase wholesale client dependent consistent stream rental income commercial real estate property owned built client
1,sustained adverse economic condition could result reduction rental cash flow owner developer receive tenant turn could depress value property impair ability borrower service refinance commercial real estate loan
1,consequence could result jpmorgan chase experiencing increase allowance credit loss higher delinquency default within commercial real estate loan portfolio incurring higher cost servicing larger volume delinquent loan portfolio thereby reducing jpmorgan chase earnings wholesale business
1,change interest rate credit spread adversely affect jpmorgan chase earnings liquidity capital level
1,interest rate high increasing jpmorgan chase generally expected earn higher net interest income
1,however higher interest rate also lead fewer origination commercial residential real estate loan loss underwriting exposure incremental downgrade increase allowance credit loss net due higher financing cost client loss deposit particularly customer withdraw deposit believe interest rate offered jpmorgan chase lower competitor jpmorgan chase make incorrect assumption depositor behavior loss afs security held investment security portfolio lower net interest income central bank introduce interest rate increase quickly anticipated result misalignment pricing borrowing le liquidity financial market higher funding cost
1,outcome could adversely affect jpmorgan chase earnings liquidity capital level
1,higher interest rate also negatively affect payment performance loan within jpmorgan chase consumer wholesale loan portfolio linked variable interest rate
1,borrower variable rate loan unable afford higher interest payment borrower may reduce stop making payment thereby causing jpmorgan chase incur loss increased operational cost related servicing higher volume delinquent loan
1,hand low negative interest rate environment may cause net interest margin compressed could reduce amount jpmorgan chase earns investment security portfolio extent unable reinvest contemporaneously instrument unanticipated adverse change depositor behavior could negatively affect jpmorgan chase broader asset liability management strategy reduction value jpmorgan chase mortgage servicing right msrs asset thereby decreasing revenue
1,credit spread widen becomes expensive jpmorgan chase borrow
1,jpmorgan chase credit spread may widen narrow response event circumstance specific jpmorgan chase also result general economic geopolitical event condition
1,change jpmorgan chase credit spread affect positively negatively jpmorgan chase earnings certain liability derivative recorded fair value
1,jpmorgan chase result may materially affected market fluctuation significant change value financial instrument
1,value security derivative financial instrument jpmorgan chase owns make market materially affected market fluctuation
1,market volatility illiquid market condition disruption financial market may make extremely difficult value certain financial instrument
1,subsequent valuation financial instrument future period light factor prevailing may result significant change value instrument
1,addition time disposition financial instrument price jpmorgan chase ultimately realizes depend demand liquidity market time may materially lower current fair value
1,factor could cause decline value financial instrument jpmorgan chase owns make market may adverse effect jpmorgan chase result operation
1,jpmorgan chase risk management monitoring process including stress testing framework seek quantify manage jpmorgan chase exposure extreme market move
1,however jpmorgan chase hedging risk management strategy may effective could incur significant loss extreme market event occur
1,credit jpmorgan chase negatively affected adverse change financial condition client counterparties custodian ccps
1,jpmorgan chase routinely executes transaction client counterparties corporation financial institution asset manager hedge fund security exchange government entity within outside u
1,many transaction expose jpmorgan chase credit risk client counterparties involve jpmorgan chase dispute litigation client counterparty default
1,jpmorgan chase also subject loss liability financial institution appointed provide custodial service client asset fund becomes insolvent result fraud failure abide existing law obligation client unable access asset held jpmorgan chase custodian due governmental action factor
1,default financial operational failure ccp jpmorgan chase executes contract would require jpmorgan chase replace contract thereby increasing operational cost potentially resulting loss
1,addition jpmorgan chase exposed loss member ccp jpmorgan chase also member default obligation ccp requirement member ccp absorb portion loss
1,furthermore jpmorgan chase subject bearing share loss incurred ccp including loss custodial settlement investment activity due cyber security breach
1,part clearing service activity jpmorgan chase exposed risk nonperformance client seek mitigate requiring client provide adequate collateral
1,jpmorgan chase also exposed credit risk client connection providing cash management clearing custodial transaction service client
1,client jpmorgan chase provides service becomes bankrupt insolvent jpmorgan chase may incur loss become involved dispute litigation one ccps client bankruptcy estate creditor subject regulatory investigation
1,foregoing event increase jpmorgan chase operational litigation cost jpmorgan chase may suffer loss extent collateral received insufficient cover loss
1,transaction government entity including national state provincial municipal local authority expose jpmorgan chase enhanced sovereign credit operational reputation risk
1,government entity may among thing claim action taken government official beyond legal authority official repudiate transaction authorized previous incumbent government
1,type action past caused could future cause jpmorgan chase suffer loss hamper ability conduct business relevant jurisdiction
1,addition local law rule regulation could limit jpmorgan chase ability resolve dispute litigation event counterparty default unwillingness make previously payment could subject jpmorgan chase loss
1,dispute may arise counterparties derivative contract regard term settlement procedure value underlying collateral
1,disposition dispute could cause jpmorgan chase incur unexpected transaction operational legal cost result credit loss
1,consequence also impair jpmorgan chase ability effectively manage credit risk exposure market activity cause harm jpmorgan chase reputation
1,financial operational failure significant market participant major financial institution ccp concern creditworthiness market participant ability fulfill obligation cause substantial cascading disruption within financial market including circumstance coordinated action multiple market participant required address failure disruption
1,jpmorgan chase business could significantly disrupted event particularly lead market participant incurring significant loss experiencing liquidity issue defaulting jpmorgan chase likely significant interrelationship credit exposure significant market participant
1,jpmorgan chase may suffer loss value collateral decline stressed market condition
1,period market stress illiquidity jpmorgan chase credit risk may increased jpmorgan chase fails realize fair value collateral hold collateral liquidated price sufficient recover full amount owed counterparties unable post collateral whether operational reason
1,furthermore dispute counterparties concerning valuation collateral may increase time significant 17 part market stress volatility illiquidity jpmorgan chase could suffer loss period unable realize fair value collateral manage decline value collateral
1,jpmorgan chase could incur significant loss arising concentration credit market risk
1,jpmorgan chase exposed greater credit market risk extent grouping client counterparties engage similar related business business related industry business geographic region business profile model strategy could cause ability meet obligation similarly affected change economic condition
1,example significant deterioration credit quality one jpmorgan chase borrower counterparties could lead concern creditworthiness borrower counterparties similar related dependent industry
1,type interrelationship could exacerbate jpmorgan chase credit liquidity market risk exposure potentially cause incur loss including fair value loss business investment portfolio
1,addition jpmorgan chase may required increase allowance credit loss respect certain client industry order align directive expectation banking regulator
1,similarly challenging economic condition affect particular industry geographic area could lead concern credit quality jpmorgan chase borrower counterparties particular industry geography related dependent industry wherever located
1,condition could also heighten concern ability customer jpmorgan chase consumer business live area work affected industry related dependent industry meet obligation jpmorgan chase
1,jpmorgan chase regularly monitor various segment credit market risk exposure ass potential risk concentration contagion ability diversify hedge exposure risk may limited
1,jpmorgan chase consumer business also harmed excessive expansion consumer credit bank competitor
1,heightened competition certain type consumer loan could prompt reaction significant reduction pricing margin loan making loan borrower
1,large number consumer subsequently default loan whether due weak credit profile economic downturn factor could impair ability repay obligation owed jpmorgan chase result higher loss
1,broadly widespread default consumer debt could lead recessionary condition u
1,economy jpmorgan chase consumer business may earn lower revenue environment
1,jpmorgan chase unable reduce position effectively market dislocation increase market credit risk associated position level rwa jpmorgan chase hold balance sheet
1,factor could adversely affect jpmorgan chase capital position funding cost profitability business
1,liquidity jpmorgan chase ability operate business could impaired liquidity constrained
1,jpmorgan chase liquidity could impaired given time factor illiquidity disruption unforeseen liquidity capital requirement including result change law rule regulation inability sell asset sell asset favorable time price default ccp significant market participant unanticipated outflow cash collateral unexpected loss consumer deposit higher anticipated draw commitment lack market customer confidence jpmorgan chase financial institution general
1,reduction jpmorgan chase liquidity may caused event little control
1,example period market stress low investor confidence significant market illiquidity could result higher funding cost jpmorgan chase could limit access traditional source liquidity
1,jpmorgan chase may need raise funding alternative source access stable source funding deposit borrowing federal home loan bank reduced
1,alternative source funding could expensive limited availability
1,jpmorgan chase funding cost could also negatively affected action jpmorgan chase may take order satisfy applicable liquidity coverage ratio net stable funding ratio requirement address obligation resolution plan satisfy regulatory requirement jurisdiction outside u
1,relating liquidity subsidiary material legal entity
1,generally jpmorgan chase fails effectively manage liquidity could constrain ability fund invest business subsidiary thereby adversely affect result operation
1,holding company depends cash flow subsidiary make payment outstanding security
1,holding company hold stock jpmorgan chase bank n
1,intermediate holding company jpmorgan chase holding llc ihc
1,ihc turn generally hold stock jpmorgan chase subsidiary jpmorgan chase bank n
1,ihc also owns asset provides intercompany lending holding company
1,holding company obligated contribute ihc substantially net proceeds received security issuance including issuance senior subordinated debt security preferred common stock
1,ihc make payment holding company also limited
1,subject regulatory restriction dividend distribution well capital adequacy requirement supplementary leverage ratio slr liquidity requirement regulatory restriction ability make payment holding company
1,ihc prohibited paying dividend extending credit holding company certain capital liquidity threshold breached limit otherwise imposed jpmorgan chase management board director
1,result arrangement ability holding company make various payment dependent receiving dividend jpmorgan chase bank n
1,limitation could affect holding company ability pay interest debt security pay dividend equity security redeem repurchase outstanding security fulfill payment obligation
1,arrangement could also result holding company seeking protection bankruptcy law otherwise entering resolution proceeding time earlier would case absent existence capital liquidity threshold ihc subject
1,reduction jpmorgan chase credit rating may adversely affect liquidity cost funding
1,certain principal subsidiary rated credit rating agency
1,rating agency evaluate general factor determining credit rating particular financial institution including expected future profitability risk management practice legal expense rating differential bank holding company bank subsidiary regulatory development assumption government support economic geopolitical development
1,jpmorgan chase closely monitor manages extent able factor could influence credit rating
1,however assurance jpmorgan chase credit rating lowered future
1,furthermore downgrade could occur time broader market instability jpmorgan chase option responding event may limited general investor confidence low
1,reduction jpmorgan chase credit rating could curtail jpmorgan chase business activity reduce profitability number way including reducing access capital market materially increasing cost issuing servicing security triggering additional collateral funding requirement decreasing number investor counterparties willing permitted business lend jpmorgan chase
1,rating reduction could also increase credit spread charged market taking credit risk jpmorgan chase co
1,could turn adversely affect value debt obligation jpmorgan chase co
1,transition alternative reference rate could expose jpmorgan chase operational risk litigation dispute
1,regulator industry body market participant u
1,country continue engage initiative introduce encourage use alternative reference rate replace certain interest rate index deemed benchmark certain alternative rate gained gaining acceptance among market participant
1,however assurance new rate similar produce economic equivalent benchmark seek replace arrangement market participant prepare discontinuation certain benchmark transition alternative reference rate fully effective particular alternative reference rate widely accepted market participant market acceptance rate hindered introduction reference rate
1,19 part example vast amount loan mortgage security derivative financial instrument still linked london interbank offered rate libor benchmark significant progress made regulator industry body market participant introduce implement secured overnight financing rate sofr replacement rate u
1,however market participant implemented effective operational arrangement address transition u
1,dollar libor sofr could result dislocation financial market volatility pricing security derivative instrument suppression capital market activity could negative impact jpmorgan chase result operation u
1,dollar security credit instrument issued funded serviced held jpmorgan chase
1,jpmorgan chase could also become involved litigation type dispute client customer counterparties investor consequence transition u
1,dollar libor benchmark rate replacement rate including claim jpmorgan chase treated client customer counterparties investor unfairly caused experience loss higher financing cost lower return investment failed appropriately communicate effect transition benchmark rate product jpmorgan chase sold client customer failed disclose purported conflict interest made inappropriate product recommendation investment behalf client sold product serve intended purpose connection transition benchmark rate engaged behavior manipulation market specific benchmark connection discontinuation transition benchmark rate disadvantaged client customer counterparties investor interpreting making determination term agreement financial instrument
1,type claim could subject jpmorgan chase higher legal expense operational cost require pay significant amount connection resolving litigation dispute harm reputation
1,capital maintaining required level composition capital may impact jpmorgan chase ability support business activity meet evolving regulatory requirement distribute capital shareholder
1,jpmorgan chase subject various regulatory capital requirement including capital requirement
1,addition globally systemically important bank gsib jpmorgan chase required hold additional capital buffer including gsib surcharge stress capital buffer scb countercyclical buffer reassessed least annually
1,amount capital jpmorgan chase required hold order satisfy requirement could increase given time due factor action banking regulator including change law rule regulation action taken federal reserve u
1,government response economic effect systemic event action taken response pandemic led expansion federal reserve balance sheet growth deposit held jpmorgan chase u
1,financial institution consequently increase leverage exposure gsib surcharge change composition jpmorgan chase balance sheet development could increase rwa increased market risk customer delinquency client credit rating downgrade factor increase estimated stress loss determined federal reserve comprehensive capital analysis review could increase jpmorgan chase scb
1,failure inability jpmorgan chase maintain required level composition capital unfavorable change applicable capital requirement could adverse impact jpmorgan chase shareholder reducing amount common stock jpmorgan chase permitted repurchase requiring issuance prohibiting redemption capital instrument manner inconsistent jpmorgan chase capital management strategy constraining amount dividend may paid common stock curtailing jpmorgan chase business activity operation
