Label,Risk Sentence
2,poor economic condition uncertain geopolitical condition may adversely affect past adversely affected investor ceo confidence resulting significant decline size number underwritings advisory transaction would likely adverse effect revenue profit margin
2,particular significant portion investment banking revenue derived participation large transaction decline number large transaction past would future adversely affect investment banking business
2,similarly recent year initial public offering security offering accounted significant proportion new issuance activity
2,legislative regulatory change limit trading issuance security outside issuer domestic market result could result delisting removal security exchange index past adversely affected would future adversely affect underwriting client intermediation business
2,furthermore change proposed change international trade investment policy u
2,country could negatively affect market activity level revenue
2,certain circumstance market uncertainty general decline market economic activity may adversely affect client intermediation business decreasing level overall activity decreasing volatility time market uncertainty even declining economic activity may result higher trading volume higher spread
2,market uncertainty volatility adverse economic condition well decline asset value may cause client transfer asset fund product brokerage account result reduced net revenue principally asset management wealth management business
2,even client withdraw fund may invest product generate le fee income
2,goldman sachs 2022 form 31 goldman sachs group inc
2,subsidiary asset management wealth management business may future adversely affected poor investment performance investment product client preference product offer product generate lower fee
2,poor investment return asset management wealth management business due either general market condition underperformance relative competitor benchmark fund account manage investment product design sell affect ability retain existing asset attract new client additional asset existing client
2,could affect management incentive fee earn au commission net spread earn selling investment product structured note derivative
2,extent client choose invest product currently offer suffer outflow loss management fee
2,due change investor sentiment relative performance certain asset class otherwise client continue invest product generate lower fee e
2,passively managed fixed income product average effective management fee would continue decline asset management wealth management business could adversely affected
2,inflation could continue negative effect business result operation financial condition
2,inflationary pressure affected economy financial market market participant worldwide
2,inflationary pressure increased certain operating expense adversely affected consumer sentiment ceo confidence
2,central bank response inflationary pressure also resulted higher market interest rate turn contributed lower activity level across financial market particular debt underwriting transaction mortgage origination resulted lower value certain financial asset adversely affected equity debt investment
2,higher interest rate increase borrowing cost required u increase interest paid deposit
2,inflationary pressure persist expense may increase may unable achieve efficiency ratio target activity level certain business particular debt underwriting mortgage may remain low level decline interest expense could increase faster interest income reducing net interest income net interest margin certain investment could continue incur loss generally low level return au could decline reducing management fee economy worldwide could experience recession could continue operate generally unfavorable economic market environment
2,liquidity liquidity profitability business may adversely affected inability access debt capital market sell asset
2,critical importance u failure financial institution occurred large part due insufficient liquidity
2,liquidity may impaired inability access secured unsecured debt market inability raise retain deposit inability access fund subsidiary otherwise allocate liquidity optimally inability sell asset redeem investment lack timely settlement transaction unusual deposit outflow unforeseen outflow cash collateral march 2020 corporate client drew revolving credit facility response pandemic
2,situation may arise due circumstance may unable control general market economic disruption operational problem affect third party u even perception among market participant market participant experiencing greater liquidity risk
2,employ structured product benefit client hedge risk
2,financial instrument hold contract party often complex complex structured product often readily available market access time liquidity stress
2,investing financing activity may lead situation holding activity represent significant portion specific market could restrict liquidity position
2,ability sell asset may impaired generally liquid market asset well circumstance market participant seeking sell similar otherwise generally liquid asset time likely occur liquidity market crisis response change rule regulation
2,example 2021 investment management firm large position several financial institution defaulted resulting rapidly declining price security underlying position
2,addition clearinghouses exchange financial institution interact may exercise right right require additional collateral including difficult market condition could impair liquidity
2,numerous regulation adopted impose stringent liquidity requirement large financial institution including u
2,regulation require u hold large amount highly liquid asset reduce flexibility source deploy funding
2,addition need manage operation light certain regulatory requirement applicable threshold met past limited may future limit ability raise deposit gsib funding could adversely affect liquidity ability respond efficiently liquidity stress
2,goldman sachs 2022 form goldman sachs group inc
2,subsidiary business may future adversely affected disruption lack liquidity credit market including reduced access credit higher cost obtaining credit
2,widening credit spread well significant decline availability credit past adversely affected ability borrow secured unsecured basis may future
2,fund unsecured basis issuing debt commercial paper raising deposit bank subsidiary issuing hybrid financial instrument obtaining loan line credit commercial banking entity
2,seek finance many asset secured basis
2,disruption credit market may make harder expensive obtain funding business
2,available funding limited forced fund operation higher cost condition may require u curtail business activity increase cost funding could reduce profitability particularly business involve investing lending market making
2,client engaging merger acquisition type strategic transaction often rely access secured unsecured credit market finance transaction
2,lack available credit increased cost credit adversely affect size volume timing client merger acquisition transaction particularly large transaction adversely affect advisory underwriting business
2,credit business may future negatively affected lack liquidity credit market
2,lack liquidity reduces price transparency increase price volatility decrease transaction volume size increase transaction risk decrease profitability business
2,reduction credit rating increase credit spread may adversely affect liquidity cost funding
2,reduction credit rating could adversely affect liquidity competitive position increase borrowing cost limit access capital market trigger obligation certain provision trading collateralized financing contract
2,provision counterparties could permitted terminate contract u require u post additional collateral
2,termination trading collateralized financing contract could cause u sustain loss impair liquidity requiring u find source financing make significant cash payment security movement
2,december 2022 counterparties could called additional collateral termination payment related net derivative liability bilateral agreement aggregate amount 343 million event downgrade credit rating 1
2,12 billion event downgrade credit rating
2,downgrade one rating agency depending agency relative rating u time downgrade may impact comparable impact downgrade rating agency
2,information credit rating see management discussion analysis financial condition result operation risk management liquidity risk management credit rating part ii item 7 form
2,cost obtaining unsecured funding directly related credit spread amount excess interest rate benchmark security need pay
2,increase credit spread significantly increase cost funding
2,change credit spread continuous subject time unpredictable highly volatile movement
2,credit spread also influenced market perception creditworthiness movement cost purchaser credit default swap referenced debt
2,market credit default swap proven extremely volatile time lacked high degree transparency liquidity
2,goldman sachs 2022 form 33 goldman sachs group inc
2,holding company liquidity depends payment loan subsidiary many subject legal regulatory restriction providing fund asset group inc
2,holding company therefore depends dividend distribution loan payment subsidiary fund share repurchase dividend payment fund payment obligation including debt obligation
2,many subsidiary including bank subsidiary subject law restrict dividend payment authorize regulatory body block reduce flow fund subsidiary group inc
2,addition bank entity subsidiary subject restriction ability lend transact affiliate minimum regulatory capital requirement well restriction ability use fund deposited brokerage bank account fund business
2,additional restriction transaction increased capital liquidity requirement additional limitation use fund deposit bank brokerage account well lower earnings reduce amount fund available meet obligation group inc
2,including frbs source strength requirement even require group inc
2,restriction regulatory action kind could impede access fund group inc
2,need make payment obligation including debt obligation dividend payment
2,right participate distribution asset upon subsidiary liquidation reorganization subject prior claim subsidiary creditor
2,trend towards increased regulation supervision subsidiary government regulator country subsidiary located business
2,concern protecting client creditor financial institution controlled person entity located outside country entity located business caused may cause number government regulator take additional step ring fence require internal total capacity may also subject power described entity order protect client creditor entity event financial difficulty involving entity
2,result may continue additional limitation ability efficiently move capital liquidity among affiliated entity group inc
2,including time stress thereby increasing overall level capital liquidity required u consolidated basis
2,guaranteed payment obligation certain subsidiary including gsco
2,g bank usa subject certain exception
2,guarantee many obligation consolidated subsidiary basis negotiated counterparties
2,provide substantial fund asset subsidiary creditor counterparties time group inc
2,requirement u certain subsidiary develop submit recovery resolution plan regulator incorporation feedback received regulator may require u increase capital liquidity level issue additional debt group inc
2,particular subsidiary otherwise incur additional duplicative operational cost multiple entity may reduce ability provide group inc
2,guarantee obligation subsidiary raise debt group inc
2,resolution planning may also impair ability structure intercompany external activity manner may otherwise deem operationally efficient
2,furthermore arrangement facilitate resolution planning may cause u subject additional tax
2,limitation requirement would addition legal regulatory restriction described ability engage capital action make intercompany dividend payment
2,see business regulation part item 1 form information regulatory restriction
2,goldman sachs 2022 form goldman sachs group inc
2,subsidiary credit business profitability liquidity may adversely affected deterioration credit quality default third party
2,exposed risk third party owe u money security asset perform obligation
2,party may default obligation u due bankruptcy lack liquidity operational failure reason
2,failure significant market participant even concern default institution could lead significant liquidity problem loss default institution turn could adversely affect u
2,also subject risk right third party may enforceable circumstance
2,addition deterioration credit quality third party whose security obligation hold including deterioration value collateral posted third party secure obligation u derivative contract loan agreement could result loss adversely affect ability rehypothecate otherwise use security obligation liquidity purpose
2,significant downgrade credit rating counterparties could also negative impact result
2,many case permitted require additional collateral counterparties experience financial difficulty dispute may arise amount collateral entitled receive value pledged asset
2,termination contract foreclosure collateral may subject u claim improper exercise right
2,default rate downgrade dispute counterparties valuation collateral typically increase significantly time market stress increased volatility illiquidity
2,part clearing prime brokerage activity finance client position could held responsible default misconduct client
2,although limit regularly review credit exposure specific client counterparties specific industry country region believe may present credit concern default risk may arise event circumstance difficult detect foresee
2,concentration risk increase potential significant loss underwriting investing financing activity
2,concentration risk increase potential significant loss underwriting investing financing activity
2,number size transaction affected may future affect result operation given period
2,moreover concentrated risk may suffer loss even economic market condition generally favorable competitor
2,disruption credit market make difficult hedge credit exposure effectively economically
2,addition extend large commitment part credit origination activity
2,disruption credit market past substantially curtailed eliminated may future substantially curtail eliminate trading market loan originate
2,disruption may make difficult u sell value asset may result loss u time time
2,rule adopted act similar rule adopted jurisdiction require issuer certain security person organizes initiate certain security transaction retain economic exposure asset affected cost structure used connection securitization activity
2,inability reduce credit risk selling syndicating securitizing position including period market stress could negatively affect result operation due decrease fair value position including due insolvency bankruptcy borrower well loss revenue associated selling security loan
2,ordinary course business may subject concentration credit risk particular counterparty borrower issuer including sovereign issuer geographic area group related country e
2,failure downgrade default entity could negatively impact business perhaps materially system set limit monitor level credit exposure individual entity industry country region may function anticipated
2,regulatory reform including act led increased centralization trading activity particular clearinghouses central agent exchange significantly increased concentration risk respect entity
2,activity expose u many different industry counterparties country routinely execute high volume transaction counterparties engaged financial service activity including broker dealer commercial bank clearinghouses exchange investment fund
2,resulted significant credit concentration respect counterparties
2,goldman sachs 2022 form 35 goldman sachs group inc
2,subsidiary derivative transaction delayed documentation settlement may expose u credit risk unexpected risk potential loss
2,party large number derivative transaction including credit derivative
2,many derivative instrument individually negotiated make exiting transferring settling position difficult
2,many credit derivative require deliver counterparty underlying security loan obligation order receive payment
2,number case hold underlying security loan obligation may able obtain underlying security loan obligation
2,could cause u forfeit payment due u contract result settlement delay attendant credit operational risk well increased cost u
2,derivative transaction also involve risk documentation properly executed executed agreement may enforceable counterparty obligation agreement may able netted obligation counterparty
2,addition counterparties may claim transaction appropriate authorized
2,isda protocol isda protocol subject frbs fdic rule qfcs similar rule jurisdiction may able exercise remedy counterparties regime yet tested may suffer risk loss would expected suffer could immediately close transaction upon termination event
2,isda protocol rule regulation extend repurchase agreement instrument derivative contract
2,derivative contract transaction including secondary bank loan purchase sale entered third party always confirmed counterparties settled timely basis
2,transaction remains unconfirmed delay settlement subject heightened credit operational risk event default may find difficult enforce right
2,addition new complex derivative product created covering wider array underlying credit instrument dispute term underlying contract could arise could impair ability effectively manage risk exposure product subject u increased cost
2,provision act requiring central clearing credit derivative otc derivative market shift toward standardized derivative could reduce risk associated transaction certain circumstance could also limit ability develop derivative best suit need client hedge risk could adversely affect profitability
2,addition provision increased credit exposure central clearing platform
2,operational failure operational system human error malfeasance misconduct could impair liquidity disrupt business result disclosure confidential information damage reputation cause loss
2,business highly dependent ability process monitor daily basis large number transaction many highly complex occur high volume frequency across numerous diverse market many currency
2,transaction well information technology service provide client often must adhere guideline well legal regulatory standard
2,many rule regulation worldwide govern obligation execute transaction report transaction information regulator exchange investor
2,compliance legal reporting requirement challenging may future subject regulatory fine penalty failing follow rule report timely accurate complete information accordance rule
2,reporting requirement expand compliance rule regulation become challenging
2,client base including consumer business geographical reach expand volume speed frequency complexity transaction especially electronic transaction well requirement report transaction basis client regulator exchange increase developing maintaining operational system infrastructure become challenging risk system human error connection transaction increased potential consequence error due speed volume transaction involved potential difficulty associated discovering error quickly enough limit resulting consequence
2,similarly situated institution utilize credit underwriting model connection business including activity
2,allegation publicity whether accurate underwriting decision treat consumer client fairly comply applicable law regulation result negative publicity reputational damage governmental regulatory scrutiny investigation enforcement action
2,goldman sachs 2022 form goldman sachs group inc
2,subsidiary financial accounting data processing operational system facility may fail operate properly become disabled result event wholly partially beyond control spike transaction volume adversely affecting ability process transaction provide service
2,must continuously update system support operation growth respond change regulation market invest heavily systemic control training pursue objective ensuring transaction violate applicable rule regulation due error processing transaction adversely affect market client counterparties u
2,enhancement update system well requisite training including connection integration new business entail significant cost create risk associated implementing new system integrating existing one
2,use computing device phone critical work done employee operation system business client service provider vendor
2,importance continued increase particular light arrangement
2,computer computer network subject various risk including among others cyber attack inherent technological defect system failure human error
2,example fundamental security flaw computer chip found many type computing device phone reported past may occur future
2,use personal device employee vendor activity also present risk related potential violation record retention requirement
2,cloud technology also critical operation system platform reliance cloud technology growing
2,service disruption resulted may result future delay accessing loss data important business may hinder client access platform
2,number widely publicized case outage connection access cloud computing provider
2,addressing similar issue could costly affect performance business system
2,operational risk may incurred applying fix may still residual security risk
2,notwithstanding proliferation technology risk control system business ultimately rely people greatest resource time time past may future make mistake engage violation applicable policy law rule procedure always caught immediately technological process control procedure intended prevent detect error violation
2,past may future include calculation error mistake addressing email error software model development implementation simple error judgment well intentional effort ignore circumvent applicable policy law rule procedure
2,human error malfeasance misconduct including intentional misuse client information connection insider trading purpose even promptly discovered remediated past resulted may future result reputational damage loss liability u
2,majority employee primary location including new york metropolitan area london bengaluru hyderabad hong kong tokyo salt lake city dallas work close proximity one another
2,headquarters located new york metropolitan area largest employee concentration occupying two principal office building near hudson river waterfront
2,subject potential catastrophic event including limited terrorist attack extreme weather hostile event could negatively affect business
2,notwithstanding effort maintain business continuity business disruption impacting office employee could lead employee inability occupy office communicate travel office location work remotely
2,result ability service interact client may adversely impacted due failure inability successfully implement business contingency plan
2,goldman sachs 2022 form 37 goldman sachs group inc
2,subsidiary failure disruption infrastructure operational system infrastructure third party could impair liquidity disrupt business damage reputation cause loss
2,face risk operational failure significant operational delay termination capacity constraint clearing agent exchange clearinghouses financial intermediary use facilitate security derivative transaction interconnectivity client grows increasingly face risk operational failure significant operational delay respect client system
2,significant consolidation among clearing agent exchange clearinghouses increasing number derivative transaction cleared exchange increased exposure operational failure significant operational delay termination capacity constraint particular financial intermediary use could affect ability find adequate alternative event failure delay termination constraint
2,industry consolidation whether among market participant financial intermediary increase risk operational failure significant operational delay disparate complex system need integrated often accelerated basis
2,interconnectivity multiple financial institution central agent exchange clearinghouses increased centrality entity increase risk operational failure one institution entity may cause operational failure could materially impact ability conduct business
2,interconnectivity financial institution company among thing application programming interface apis present similar risk
2,failure termination constraint could adversely affect ability effect transaction service client manage exposure risk expand business result financial loss liability client impairment liquidity disruption business regulatory intervention reputational damage
2,despite resiliency plan facility ability conduct business may adversely impacted disruption infrastructure support business community located
2,may include disruption involving electrical satellite undersea cable communication internet transportation facility used u employee third party conduct business including cloud service provider
2,disruption may occur result event affect building system third party result event broader impact globally regionally city building system located including limited natural disaster war civil unrest terrorism economic political development pandemic weather event
2,addition although seek diversify vendor increase resiliency exposed risk vendor operate area also exposed risk disruption information technology event common service provider vendor could impede ability provide product service u
2,may able effectively monitor mitigate operational risk relating vendor use common service provider
2,additionally although prevalence scope application distributed ledger technology cryptocurrency similar technology growing technology nascent may vulnerable cyber attack inherent weakness
2,exposed risk may become exposed additional risk related distributed ledger technology including facilitation client activity involving financial product use distributed ledger technology blockchain cryptocurrencies digital asset investment company seek develop platform based distributed ledger technology use distributed ledger technology vendor client counterparties clearinghouses financial intermediary receipt cryptocurrencies digital asset collateral
2,market volatility financial product using distributed ledger technology recently experienced may increase risk
2,failure protect computer system network information client information cyber attack similar threat could impair ability conduct business result disclosure theft destruction confidential information damage reputation cause loss
2,operation rely secure processing storage transmission confidential information computer system network vendor
2,number highly publicized case involving financial service company company software information technology service provider governmental agency organization reporting unauthorized access disclosure client customer confidential information recent year well cyber attack involving dissemination theft destruction corporate information asset result inadequate procedure failure follow procedure employee contractor result action third party including action foreign government
2,also several highly publicized case hacker requested ransom payment exchange disclosing customer information restoring access information system
2,goldman sachs 2022 form goldman sachs group inc
2,subsidiary regularly target attempted cyber attack including attack must continuously monitor develop system protect integrity functionality technology infrastructure access security data
2,faced high volume cyber attack expand product service well usage mobile cloud technology provide service greater number individual consumer
2,migration communication device provide device present additional risk cyber attack arrangement
2,addition due interconnectivity vendor respective service provider central agent exchange clearinghouses financial institution could adversely impacted subject successful cyber attack information security event
2,impact could include loss access information service third party subject cyber attack information security event could result unauthorized access disclosure client customer confidential information could turn interrupt certain business adversely affect result operation reputation
2,despite effort ensure integrity system information may able anticipate detect implement effective preventive measure cyber threat including technique used increasingly sophisticated change frequently often recognized launched
2,cyber attack originate variety source including third party affiliated sponsored foreign government involved organized crime terrorist organization
2,third party may also attempt place individual office induce employee client user system disclose sensitive information provide access data client type risk may difficult detect prevent
2,although take protective measure proactively endeavor modify circumstance warrant computer system software network may vulnerable unauthorized access misuse computer virus malicious code cyber attack vendor event could security impact
2,risk relating cyber attack vendor increasing given greater frequency severity recent year supply chain attack affecting software information technology service provider
2,due complexity interconnectedness system process enhancing protective measure create risk system disruption security issue
2,addition protective measure employ compartmentalize data may reduce visibility adversely affect ability respond cyber threat issue system
2,one type event occur potentially could jeopardize client counterparties third party confidential information processed stored transmitted computer system network otherwise cause interruption malfunction operation client counterparties third party could impact ability transact u otherwise result legal regulatory action significant loss reputational damage
2,addition event could persist extended period time properly detected escalated following detection escalation could take considerable time u obtain full reliable information extent amount type information compromised
2,course investigation may know full impact event remediate action decision mistake taken made may increase negative effect event business result operation reputation
2,moreover potential new regulation may require u disclose information material cybersecurity incident resolved fully investigated
2,expended expect continue expend significant resource ongoing basis modify protective measure investigate remediate vulnerability exposure measure may ineffective may subject legal regulatory action well financial loss either insured fully covered insurance maintained u
