Label,Risk Sentence
0,intellectual property acquired business may important component value agree pay
0,however acquisition subject risk acquired business may intellectual property believe acquiring intellectual property dependent license third party acquired business infringes intellectual property right others technology acceptance marketplace anticipated technology requires significant investment remain competitive
0,similarly acquisition present risk ability retain acquired talent may essential achieve objective acquisition
0,integration acquired business information technology infrastructure past may future also expose u additional security resiliency risk
0,past acquisition resulted recognition goodwill significant intangible asset consolidated statement condition
0,example recorded goodwill intangible asset approximately 2
0,46 billion associated acquisition crd 2018
0,asset eligible inclusion regulatory capital applicable requirement
0,addition may required record impairment consolidated statement income future period determine value asset declined
0,acquisition joint venture may also assume unknown undisclosed business operational tax regulatory liability fail properly ass known contingent liability assume business internal control deficiency
0,transaction seek mitigate risk among thing due diligence indemnification provision insurance provision put place may sufficient address liability contingency involve credit execution risk associated successfully seeking recourse third party seller insurance provider
0,major financial service firm paid significant penalty resolve government investigation matter conducted significant part acquired entity
0,various regulatory approval consent formal informal generally required prior closing transaction may include approval regulatory exception federal reserve domestic
0,regulatory authority may impose condition completion acquisition require change term materially affect term transaction ability capture opportunity presented transaction may approve transaction
0,condition associated regulatory delay could limit benefit transaction
0,acquisition joint venture announce may completed receive required regulatory approval regulatory approval significantly delayed closing condition satisfied
0,integration retention development benefit acquisition result risk business uncertainty
0,recent year undertaken several acquisition including 2018 acquisition crd 2016 acquisition general electric asset management business
0,planned acquisition bbh investor service business pending regulatory review
0,integration acquisition present risk differ risk associated ongoing operation
0,integration activity complicated time consuming involve significant unforeseen cost
0,may able effectively assimilate service technology key personnel business acquired company business service offering anticipated may achieve related revenue growth cost saving
0,also face risk unable retain product service client acquired company joint venture risk unable acquired product service existing client
0,particular client including significant client acquired business may right transition business provider short notice convenience fiduciary reason may take opportunity acquisition market commercial relationship service satisfaction development following acquisition terminate reduce renegotiate fee term relationship
0,client loss reduction renegotiations likely reduce expected benefit acquisition including revenue opportunity market share cause impairment goodwill intangible result reputational harm effect could material may recourse seller business client
0,risk client loss even greater client competitor
0,acquisition technology firm involve extensive information technology integration associated risk defect security breach resiliency lapse product enhancement development activity state street corporation 27 cost difficult estimate well heightened cultural compliance concern integrating unregulated firm bank regulatory environment
0,acquisition investment servicing business entail information technology system conversion involve operational risk well fiduciary risk associated client retention
0,acquisition asset management business similarly involve fiduciary similar risk associated client retention distribution channel additional servicing opportunity
0,joint venture involve risk well risk associated shared control even situation minority right exit right delay challenge foreclose execution material opportunity initiative create regulatory risk limit divestment opportunity
0,acquisition integration operation resource business could result loss key employee disruption acquired company ongoing business inconsistency standard control procedure policy could adversely affect ability maintain relationship client business partner employee maintain regulatory compliance achieve anticipated benefit acquisition
0,integration effort may also divert management attention resource
0,competition qualified member workforce intense may able attract retain personnel need support business
0,success depends large part ability attract retain qualified personnel
0,competition labor activity engage intense including individual identified key talent personnel
0,may able hire people retain particularly light challenge associated compensation restriction applicable may become applicable bank asset manager applicable financial service firm jurisdiction technology firm compete personnel generally
0,particularly constraining competing skill set high demand technology information security
0,unexpected loss service personnel business unit control function information technology operation area could material adverse impact business operation loss skill knowledge market operation client year industry experience case difficulty promptly finding qualified replacement personnel
0,adverse impact may exacerbated increased cost expense driven current competitive labor market particularly regard ability meet compensation expectation elevated inflationary pressure increased cost associated attracting retaining engaging personnel
0,addition loss personnel either individually group could adversely affect client perception ability continue manage certain type investment management servicing mandate provide service maintain culture innovation proficiency
0,financial market risk geopolitical economic condition development could adversely affect u particularly face increased uncertainty unpredictability managing business
0,global financial market suffer substantial volatility illiquidity disruption particularly result geopolitical disruption slower economic growth shifting monetary policy stance key central bank
0,volatility illiquidity disruption result adverse economic environment u
0,internationally result lack confidence financial stability major developed emerging market development could adverse effect business well business client significant counterparties could also increase difficulty unpredictability aligning business strategy infrastructure operating cost light uncertain market economic condition
0,risk could compounded tighter monetary policy condition disruption free trade political uncertainty u
0,market disruption adversely affect consolidated result operation value aum decline cost providing related service remain constant increase
0,may also result investor preference trend towards asset class market deemed secure cash market respect fee rate often lower
0,factor could reduce profitability fee revenue could also adversely affect revenue revenue security finance foreign exchange activity volume transaction execute client
0,degree volatility foreign exchange rate affect foreign exchange trading revenue
0,general increased currency volatility tends increase market risk also increase opportunity generate foreign exchange revenue
0,conversely period lower currency volatility tend decrease market risk also decrease foreign exchange revenue
0,addition business grows globally significant percentage revenue earned expense paid currency u
0,state street corporation 28 dollar exposure foreign currency volatility could affect level consolidated revenue consolidated expense consolidated result operation well value investment
0,dollar relative currency affect consolidated result operation including degree offset increase decrease revenue expense depend upon nature scope operation activity relevant jurisdiction relevant period may vary period period
0,product offering expand part seek take advantage perceived opportunity arising various regulatory reform resulting market change degree exposure various market credit risk evolve potentially resulting greater revenue volatility
0,business significant international operation disruption european asian economy could adverse effect consolidated result operation financial condition
0,economic condition across world face continued uncertainty due among thing pandemic fluctuation global supply chain challenge employment pressure service sector increased geopolitical risk ukraine heightened volatility key emerging market economy
0,new continued economic deterioration renew concern sovereign debt sustainability interdependency among financial institution sovereign political risk particularly many global central bank begin withdraw stimulus measure deployed peak pandemic implement differing monetary policy
0,continued uncertainty external environment led increased concern around outlook economic progress region operate including europe asia
0,addition uncertainty around implication united kingdom exit e
0,known brexit related development present risk include potential negative impact economic activity cooperation future relationship u
0,resulting consequence market access financial service
0,order conform anticipated restriction activity e
0,following brexit developed implemented plan seek maintain servicing operational capability material respect independent final outcome
0,assurance however plan address effectively whole part potential contingency associated brexit may experience additional cost inefficiency associated european activity client dissatisfaction delay receiving regulatory approval difficulty executing regional strategy
0,given scope international operation economic market uncertainty volatility illiquidity disruption resulting related factor could material adverse impact consolidated result operation financial condition
0,investment security portfolio consolidated financial condition consolidated result operation could adversely affected change market factor including interest rate credit spread credit performance
0,investment security portfolio represented approximately 37 total asset december 31 2021
0,gross interest income associated investment portfolio represented approximately 10 total gross revenue year ended december 31 2021 represented much 31 total gross revenue fiscal year since 2007
0,consolidated financial condition result operation materially exposed risk associated investment portfolio including change interest rate credit spread credit performance including risk default credit rating access liquidity foreign exchange market valuation ability profitably manage change repayment rate principal respect portfolio security
0,low interest rate environment persisted since financial crisis began limit ability achieve nim consistent prior historical average
0,despite market expectation higher interest rate risk remain volatility
0,managing reinvestment higher lower rate outcome continue challenge
0,extent federal reserve engages quantitative tightening activity market effect associated challenge managing investment portfolio consolidated financial condition consolidated result operation including capital ratio share repurchase program may differ exacerbated effect change interest rate also may volatile difficult predict presenting even challenge
0,addition certain regulatory liquidity standard lcr require maintain minimum level hqla investment portfolio generally generate lower rate return investment asset
0,resulted increased level hqla percentage investment portfolio associated negative impact nii nim
0,result may able attain prior historical level nii nim
0,additional information regarding liquidity requirement refer liquidity coverage ratio net stable funding ratio section supervision state street corporation 29 regulation business form
0,may enter derivative transaction hedge manage exposure interest rate risk well risk foreign exchange risk credit risk
0,derivative instrument hold purpose may achieve intended result could result unexpected loss stress liquidity capital resource
0,investment security portfolio represents greater proportion consolidated statement condition loan portfolio represents smaller proportion approximately 10 total asset december 31 2021 comparison many major financial institution
0,respect accounting regulatory treatment investment security portfolio may le favorable u traditional lending portfolio
0,example basel iii rule change fair value afs investment security represent majority investment portfolio included tier 1 capital
0,since loan held investment subject fair value accounting framework change fair value loan expected credit loss similarly included determination tier 1 capital basel iii rule
0,due differing treatment may experience increased variability tier 1 capital relative major financial institution whose portfolio represent larger proportion consolidated total asset
0,additional risk associated investment portfolio include asset class concentration
0,investment portfolio continues significant concentration several class security including agency residential mb commercial mb ab security concentrated exposure consumer
0,class type security experienced significant liquidity valuation credit quality deterioration financial crisis began
0,mb ab exposure european country whose market experienced increased stress time since 2011 may continue experience stress future
0,information refer risk factor titled business significant european operation disruption european economy could adverse effect consolidated result operation financial condition
0,state municipal bond value may affected budget deficit number state municipality currently face resulting risk associated portfolio
0,market condition deteriorate investment portfolio could experience decline market value whether due decline liquidity increase yield required investor hold security regardless credit view portfolio holding
0,addition general deterioration credit quality change management expectation regarding repayment timing management investment intent hold security maturity case respect portfolio holding could result recognition allowance expected credit loss impairment
0,similarly material portion investment portfolio experience credit deterioration capital ratio calculated pursuant basel iii rule could adversely affected
0,risk greater portfolio investment security contain credit risk holding u
0,primarily europe interest rate could negatively affected change rate whether expected
0,particularly true case increase interest rate would decrease market value monetary policy result persistently low negative rate interest certain investment
0,latter case example respect ecb monetary policy including negative interest rate jurisdiction associated negative effect investment portfolio reinvestment nii nim
0,effect nii exacerbated effect recent fiscal year strong u
0,european interest rate remain low decrease u
0,dollar strengthens relative euro negative effect nii likely continue increase
0,overall level nii also impacted size deposit base increase interest rate could lead reduced deposit level also lower overall nii
0,reduction deposit level could increase requirement regulatory liquidity standard requiring u invest greater proportion investment portfolio holding hqla lower state street corporation 30 yield investable asset
0,see also business activity expose u interest rate risk section
0,business activity expose u interest rate risk
0,business activity assume interest rate risk investing deposit received client investment portfolio asset
0,nii nim affected among thing level interest rate global market change relationship interest rate direction speed interest rate change asset liability spread relative currency geographic mix asset liability
0,factor influenced among thing variety economic market force expectation including monetary policy activity central bank federal reserve ecb control
0,ability anticipate change factor hedge related sheet exposure cost hedging activity significantly influence success management activity resulting level nii nim
0,impact change interest rate related factor depend relative duration nature asset liability
0,sustained lower interest rate flat inverted yield curve narrow credit spread generally constraining effect nii
0,addition ability change deposit rate response change interest rate market related factor limited client relationship consideration
0,impact interest rate investment portfolio consolidated financial result including accumulated comprehensive income also affect ability maintain capital ratio within target range well amount timing future share repurchase
0,additional information effect interest rate business refer market risk management section management activity management discussion analysis form
0,assume significant credit risk counterparties many major financial institution
0,financial institution counterparties may also substantial financial dependency financial institution sovereign entity
0,credit exposure concentration could expose u financial loss
0,financial market characterized extensive interdependency among numerous party including bank central bank insurance company financial institution
0,financial institution also include collective investment fund mutual fund ucits hedge fund share interdependency
0,many financial institution including collective investment fund also hold exposed loan sovereign debt security derivative counterparty form credit risk amount material financial condition
0,result business practice interdependency many client concentrated counterparty exposure financial institution collective investment fund particularly large complex institution sovereign issuer mutual fund ucits hedge fund
0,although procedure monitoring individual aggregate counterparty risk significant individual aggregate counterparty exposure inherent business focus servicing large institutional investor
0,normal course business assume concentrated credit risk individual obligor counterparty group level
0,material counterparty exposure change daily counterparties group related counterparties risk exposure concentrated also variable reported period largest exposure tend financial institution
0,concentration counterparty exposure present significant risk u client failure perceived weakness counterparties case client counterparties potential expose u risk financial loss
0,change market perception financial strength particular financial institution sovereign issuer occur rapidly often based variety factor difficult predict
0,observed financial crisis began economic market political factor contributed perception many financial institution sovereign issuer le credit worthy
0,led credit downgrade numerous large u
0,financial institution several sovereign issuer exposure stressed perceived creditworthiness financial institution many invest accept collateral form value transaction based debt security issued sovereign substantially reduced value liquidity market credit instrument
0,factor could contribute similar consequence market risk associated reduced level liquidity
0,result may exposed increased counterparty risk either resulting role principal commitment make capacity agent client
0,state street corporation 31 additional area experience exposure credit risk include credit degree client demand credit tends increase period market turbulence may expose u risk
0,example investor collective investment vehicle act custodian may experience significant redemption activity due adverse market economic news
0,relationship client nature settlement process type payment may result extension credit circumstance
0,also provide committed line credit support activity
0,type client provide credit allow leverage portfolio may expose u potential loss client experience investment loss credit difficulty
0,industry country risk addition exposure financial institution time time exposed concentrated credit risk industry country level
0,concentration risk also applies group unrelated counterparties may similar investment strategy involving one particular industry region characteristic
0,unrelated counterparties may concurrently experience adverse effect performance liquidity reputation due event factor affecting investment strategy
0,though potentially material individually relative one counterparty credit exposure group counterparties could expose u single market political event correlated set event aggregate could material adverse impact business
0,subcustodian risk use unaffiliated subcustodians expose u credit risk addition risk operational risk dependency credit extension risk legal system jurisdiction subcustodians operate may material
0,operating model expose u risk unaffiliated degree greater competitor banking operation jurisdiction
0,operate jurisdiction client invest including emerging underdeveloped market entail heightened risk
0,risk amplified due evolving regulatory requirement respect financial exposure event subcustodians unable return client asset including regulatory regime e
0,ucits v directive requirement responsible resulting loss suffered client
0,may agree similar stringent standard client subject regulation
0,subcustodians also large global financial institution credit exposure
0,credit exposure financial institution subcustodians may limit financial relationship may counterparties
0,settlement risk exposed settlement risk particularly payment foreign exchange activity
0,activity may lead extension credit consequent loss event counterparty breach operational error including failure provide credit
0,due membership several industry clearing settlement exchange may required guarantee obligation liability provide financial support event member honor obligation default
0,moreover counterparty exposure secured even exposure secured realizable value collateral may declined time exercise right collateral
0,risk may particularly acute required sell collateral illiquid market respect client protected sovereign immunity
0,exposed risk credit overdraft client connection process facilitate settlement trade related foreign exchange activity particularly contractual settlement agreed client
0,occurrence overdraft peak volatility could create significant credit exposure client depending upon value client collateral time
0,security lending repurchase agreement indemnification behalf client enrolled security lending program lend security bank institution
0,event failure borrower return security typically agree indemnify client amount fair market value security exceeds proceeds disposition collateral posted borrower connection transaction
0,also lend borrow security riskless principal connection state street corporation 32 transaction receive security interest security held borrower security portfolio advance cash security collateral security lender
0,borrower generally required provide collateral equal contractually agreed percentage equal excess fair market value loaned security
0,fair market value loaned security collateral change additional collateral provided borrower collateral returned borrower
0,addition agency security lending client often purchase security financial instrument financial counterparties including repurchase arrangement frequently method reinvesting cash collateral receive lending security
0,arrangement counterparty obligated repurchase security financial instrument client price plus agreed rate return point future
0,value collateral intended exceed counterparty payment obligation collateral adjusted daily account shortfall excess collateralization level
0,security lending program agree indemnify client loss would arise default counterparty repurchase arrangement proceeds disposition security financial asset held collateral le amount repayment obligation client counterparty
0,instance counterparty default security lending repurchase agreement rather client exposed risk associated collateral value
0,repurchase resale transaction enter repurchase resale transaction eligible security sponsored client ficc member pursuant ficc government security division rule submit novate net transaction specific netting criterion met
0,may sponsor client clear eligible repurchase transaction ficc backed guarantee ficc prompt full payment performance sponsored member client respective obligation
0,although obtain security interest sponsored client collateral receive exposed associated risk including insufficiency value collateral
0,stable value arrangement enter stable value wrap derivative contract unaffiliated stable value fund allow stable value fund provide book value coverage participant
0,2008 financial crisis book value obligation many contract exceeded market value underlying portfolio holding
0,concern regarding portfolio investment protected contract regarding investment manager overseeing investment option may result redemption demand stable value product covered contract time portfolio market value le book value potentially exposing u risk loss
0,private equity subscription finance credit facility provide credit facility private equity fund
0,portfolio consists capital call line credit repayment dependent receipt capital call underlying limited partner investor fund managed firm
0,municipal obligation remarketing credit facility provide credit facility connection remarketing u
0,municipal obligation potentially exposing u credit exposure municipality issuing bond contingent liquidity risk
0,leveraged loan invest leveraged loan u
0,invest loan grade borrower participation loan syndication grade lending market
0,rate loan speculative internal framework loan significant exposure credit loss relative loan
0,therefore higher risk default respect investment relative investment activity
0,addition unlike financial institution may active role managing individual loan compliance investment loan generally passive investor limited control
0,portfolio becomes seasoned allowance credit loss related loan may increase additional provision credit loss
0,commercial real estate finance commercial property serve collateral loan
0,although collateralized loan may become value collateral change
0,loan state street corporation 33 payment dependent successful operation management underlying collateral property generate sufficient cash flow repay loan timely fashion
0,material decline real estate market economic condition could negatively impact value property performance could adversely impact timely loan repayment may result increased provision credit loss loan actual loss either would adverse impact net income
0,unavailability netting generally able net exposure across counterparties affiliated entity may able circumstance net exposure legal entity across multiple product
0,consequence may incur loss relation one entity product even though exposure entity affiliate across product type
0,case example security finance foreign exchange activity able enter netting agreement allow u net offsetting exposure payment obligation one another
0,event become unable due operational constraint action regulator change accounting principle law regulation related interpretation factor net offsetting exposure payment obligation agreement would required gross asset liability statement condition calculation rwa accordingly
0,would result potentially adverse impact regulatory ratio including lcr present increased credit liquidity management operational risk could material
0,currently prevailing regulatory restriction credit exposure required limit exposure specific issuer counterparties group counterparties including financial institution sovereign issuer
0,credit exposure restriction may adversely affect certain business may require expand credit exposure broader range issuer counterparties including issuer counterparties represent increased credit risk may reduce foreclose ability enter advantageous transaction venture particular counterparties may require modify operating model policy practice use manage consolidated statement condition
0,effect consideration may increase evaluated stressed environment stress testing including ccar
0,addition adherent international swap derivative association 2015 universal resolution stay protocol subject restriction exercise right remedy fellow adherent including major financial institution event affiliate enters resolution
